Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
Rovereto,"Biossido di Azoto",2019-05-17,24,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,1,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,2,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,3,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,4,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,5,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,6,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,7,33,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,8,31,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,9,27,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,10,34,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,11,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,12,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,13,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,14,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,15,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,16,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,17,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,18,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,19,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,20,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,21,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,22,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,23,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-18,24,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,1,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,2,10,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,3,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,4,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,5,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,6,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,7,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,8,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,9,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,10,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,11,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,12,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,13,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,14,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,15,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,16,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,17,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,18,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,19,22,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,20,34,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,21,33,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,22,42,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,23,28,µg/mc
Rovereto,"Biossido di Azoto",2019-05-19,24,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,1,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,2,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,3,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,4,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,5,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,6,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,7,37,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,8,29,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,9,25,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,10,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,11,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,12,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,13,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,14,22,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,15,27,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,16,29,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,17,32,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,18,29,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,19,37,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,20,41,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,21,36,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,22,26,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,23,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-20,24,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,1,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,2,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,3,10,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,4,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,5,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,6,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,7,22,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,8,26,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,9,27,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,13,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,14,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,15,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,16,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,17,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,18,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,19,29,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,20,33,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,21,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,22,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,23,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-21,24,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,1,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,2,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,3,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,4,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,5,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,6,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,7,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,8,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,9,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,10,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,11,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,12,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,13,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,14,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,15,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,16,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,17,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,18,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,19,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,20,28,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,21,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,22,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,23,10,µg/mc
Rovereto,"Biossido di Azoto",2019-05-22,24,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,1,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,2,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,3,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,4,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,5,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,6,32,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,7,28,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,8,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,9,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,10,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,11,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,12,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,13,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,14,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,15,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,16,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,17,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,18,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,19,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,20,22,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,21,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,22,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,23,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-23,24,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,1,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,2,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,3,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,4,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,5,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,6,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,7,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,8,22,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,9,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,10,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,11,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,12,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,13,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,14,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,15,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,16,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,17,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,18,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,19,22,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,20,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,21,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,22,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,23,10,µg/mc
Rovereto,"Biossido di Azoto",2019-05-24,24,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,1,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,2,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,3,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,4,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,5,10,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,6,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,7,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,8,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,9,27,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,10,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,11,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,12,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,13,10,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,14,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,15,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,16,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,17,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,18,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,19,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,20,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,21,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,22,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,23,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-25,24,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,1,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,2,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,3,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,4,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,5,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,6,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,7,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,8,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,9,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,10,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,11,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,12,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,13,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,14,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,15,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,16,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,17,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,18,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,19,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,20,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,21,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,22,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,23,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-26,24,10,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,1,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,2,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,3,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,4,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,5,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,6,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,7,35,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,8,35,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,9,37,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,10,37,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,11,43,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,12,40,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,13,40,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,14,43,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,15,42,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,16,44,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,17,44,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,18,32,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,19,32,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,20,30,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,21,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,22,25,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,23,27,µg/mc
Rovereto,"Biossido di Azoto",2019-05-27,24,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,1,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,2,8,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,3,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,4,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,5,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,6,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,7,31,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,8,26,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,9,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,10,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,11,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,12,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,13,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,14,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,15,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,16,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,17,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,18,22,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,19,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,20,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,21,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,22,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,23,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-28,24,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,1,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,2,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,3,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,4,4,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,5,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,6,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,7,37,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,8,26,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,9,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,10,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,11,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,12,32,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,13,29,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,14,21,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,15,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,16,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,17,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,18,30,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,19,31,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,20,24,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,21,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,22,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,23,11,µg/mc
Rovereto,"Biossido di Azoto",2019-05-29,24,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,1,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,2,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,3,6,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,4,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,5,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,6,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,7,25,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,8,40,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,9,39,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,10,30,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,11,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,12,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,13,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,14,15,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,15,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,16,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,17,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,18,18,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,19,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,20,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,21,17,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,22,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,23,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-30,24,9,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,1,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,2,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,3,5,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,4,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,5,7,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,6,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,7,27,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,8,19,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,9,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,10,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,11,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,12,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,13,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,14,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,15,12,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,16,13,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,17,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,18,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,19,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,20,20,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,21,23,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,22,16,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,23,14,µg/mc
Rovereto,"Biossido di Azoto",2019-05-31,24,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,1,7,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,2,6,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,3,16,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,4,16,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,5,16,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,6,27,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,7,23,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,8,20,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,9,13,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,10,13,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,11,11,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,12,13,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,13,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,14,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,15,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,16,10,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,17,13,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,18,17,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,19,17,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,20,18,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,21,21,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,22,15,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,23,11,µg/mc
Rovereto,"Biossido di Azoto",2019-06-01,24,10,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,1,11,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,2,22,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,3,14,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,4,20,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,5,15,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,6,8,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,7,8,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,8,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,9,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,10,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,11,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,12,8,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,13,8,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,14,8,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,15,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,16,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,17,10,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,18,11,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,19,11,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,20,23,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,21,16,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,22,10,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,23,8,µg/mc
Rovereto,"Biossido di Azoto",2019-06-02,24,8,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,1,6,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,2,7,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,3,18,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,4,11,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,5,19,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,6,32,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,7,42,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,8,26,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,9,18,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,10,17,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,11,16,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,12,15,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,13,16,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,14,14,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,15,18,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,16,19,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,17,20,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,18,19,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,19,24,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,20,22,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,21,17,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,22,11,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,23,9,µg/mc
Rovereto,"Biossido di Azoto",2019-06-03,24,7,µg/mc
Rovereto,Ozono,2019-05-04,1,32,µg/mc
Rovereto,Ozono,2019-05-04,2,46,µg/mc
Rovereto,Ozono,2019-05-04,3,47,µg/mc
Rovereto,Ozono,2019-05-04,4,42,µg/mc
Rovereto,Ozono,2019-05-04,5,39,µg/mc
