Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Monte Gaza",PM10,2019-05-07,24,3,µg/mc
"Monte Gaza",PM10,2019-05-08,2,6,µg/mc
"Monte Gaza",PM10,2019-05-08,3,6,µg/mc
"Monte Gaza",PM10,2019-05-08,4,6,µg/mc
"Monte Gaza",PM10,2019-05-08,5,6,µg/mc
"Monte Gaza",PM10,2019-05-08,6,8,µg/mc
"Monte Gaza",PM10,2019-05-08,7,6,µg/mc
"Monte Gaza",PM10,2019-05-08,8,6,µg/mc
"Monte Gaza",PM10,2019-05-08,9,7,µg/mc
"Monte Gaza",PM10,2019-05-08,10,10,µg/mc
"Monte Gaza",PM10,2019-05-08,11,5,µg/mc
"Monte Gaza",PM10,2019-05-08,12,4,µg/mc
"Monte Gaza",PM10,2019-05-08,13,4,µg/mc
"Monte Gaza",PM10,2019-05-08,14,10,µg/mc
"Monte Gaza",PM10,2019-05-08,15,22,µg/mc
"Monte Gaza",PM10,2019-05-08,16,14,µg/mc
"Monte Gaza",PM10,2019-05-08,17,13,µg/mc
"Monte Gaza",PM10,2019-05-08,18,17,µg/mc
"Monte Gaza",PM10,2019-05-08,19,22,µg/mc
"Monte Gaza",PM10,2019-05-08,20,31,µg/mc
"Monte Gaza",PM10,2019-05-08,21,40,µg/mc
"Monte Gaza",PM10,2019-05-08,22,49,µg/mc
"Monte Gaza",PM10,2019-05-08,23,47,µg/mc
"Monte Gaza",PM10,2019-05-08,24,23,µg/mc
"Monte Gaza",PM10,2019-05-09,1,14,µg/mc
"Monte Gaza",PM10,2019-05-09,2,12,µg/mc
"Monte Gaza",PM10,2019-05-09,3,13,µg/mc
"Monte Gaza",PM10,2019-05-09,4,10,µg/mc
"Monte Gaza",PM10,2019-05-09,5,8,µg/mc
"Monte Gaza",PM10,2019-05-09,6,5,µg/mc
"Monte Gaza",PM10,2019-05-09,7,10,µg/mc
"Monte Gaza",PM10,2019-05-09,8,6,µg/mc
"Monte Gaza",PM10,2019-05-09,9,9,µg/mc
"Monte Gaza",PM10,2019-05-09,10,8,µg/mc
"Monte Gaza",PM10,2019-05-09,11,5,µg/mc
"Monte Gaza",PM10,2019-05-09,12,3,µg/mc
"Monte Gaza",PM10,2019-05-09,13,3,µg/mc
"Monte Gaza",PM10,2019-05-09,14,3,µg/mc
"Monte Gaza",PM10,2019-05-09,15,3,µg/mc
"Monte Gaza",PM10,2019-05-09,16,3,µg/mc
"Monte Gaza",PM10,2019-05-09,17,3,µg/mc
"Monte Gaza",PM10,2019-05-09,18,4,µg/mc
"Monte Gaza",PM10,2019-05-09,19,4,µg/mc
"Monte Gaza",PM10,2019-05-09,20,4,µg/mc
"Monte Gaza",PM10,2019-05-09,21,4,µg/mc
"Monte Gaza",PM10,2019-05-09,22,4,µg/mc
"Monte Gaza",PM10,2019-05-09,23,6,µg/mc
"Monte Gaza",PM10,2019-05-09,24,17,µg/mc
"Monte Gaza",PM10,2019-05-10,1,34,µg/mc
"Monte Gaza",PM10,2019-05-10,2,8,µg/mc
"Monte Gaza",PM10,2019-05-10,3,14,µg/mc
"Monte Gaza",PM10,2019-05-10,4,24,µg/mc
"Monte Gaza",PM10,2019-05-10,5,19,µg/mc
"Monte Gaza",PM10,2019-05-10,6,9,µg/mc
"Monte Gaza",PM10,2019-05-10,7,11,µg/mc
"Monte Gaza",PM10,2019-05-10,8,10,µg/mc
"Monte Gaza",PM10,2019-05-10,9,11,µg/mc
"Monte Gaza",PM10,2019-05-10,10,10,µg/mc
"Monte Gaza",PM10,2019-05-10,11,9,µg/mc
"Monte Gaza",PM10,2019-05-10,12,8,µg/mc
"Monte Gaza",PM10,2019-05-10,13,9,µg/mc
"Monte Gaza",PM10,2019-05-10,14,11,µg/mc
"Monte Gaza",PM10,2019-05-10,15,11,µg/mc
"Monte Gaza",PM10,2019-05-10,16,10,µg/mc
"Monte Gaza",PM10,2019-05-10,17,11,µg/mc
"Monte Gaza",PM10,2019-05-10,18,11,µg/mc
"Monte Gaza",PM10,2019-05-10,19,13,µg/mc
"Monte Gaza",PM10,2019-05-10,20,13,µg/mc
"Monte Gaza",PM10,2019-05-10,21,12,µg/mc
"Monte Gaza",PM10,2019-05-10,22,12,µg/mc
"Monte Gaza",PM10,2019-05-10,23,19,µg/mc
"Monte Gaza",PM10,2019-05-10,24,15,µg/mc
"Monte Gaza",PM10,2019-05-11,1,22,µg/mc
"Monte Gaza",PM10,2019-05-11,5,6,µg/mc
"Monte Gaza",PM10,2019-05-11,6,6,µg/mc
"Monte Gaza",PM10,2019-05-11,7,8,µg/mc
"Monte Gaza",PM10,2019-05-11,8,10,µg/mc
"Monte Gaza",PM10,2019-05-11,9,7,µg/mc
"Monte Gaza",PM10,2019-05-11,10,22,µg/mc
"Monte Gaza",PM10,2019-05-11,11,29,µg/mc
"Monte Gaza",PM10,2019-05-11,12,12,µg/mc
"Monte Gaza",PM10,2019-05-11,13,13,µg/mc
"Monte Gaza",PM10,2019-05-11,14,22,µg/mc
"Monte Gaza",PM10,2019-05-11,15,14,µg/mc
"Monte Gaza",PM10,2019-05-11,16,10,µg/mc
"Monte Gaza",PM10,2019-05-11,17,17,µg/mc
"Monte Gaza",PM10,2019-05-11,18,13,µg/mc
"Monte Gaza",PM10,2019-05-11,19,15,µg/mc
"Monte Gaza",PM10,2019-05-11,20,3,µg/mc
"Monte Gaza",PM10,2019-05-11,21,3,µg/mc
"Monte Gaza",PM10,2019-05-11,22,3,µg/mc
"Monte Gaza",PM10,2019-05-11,23,3,µg/mc
"Monte Gaza",PM10,2019-05-11,24,3,µg/mc
"Monte Gaza",PM10,2019-05-12,1,4,µg/mc
"Monte Gaza",PM10,2019-05-12,2,3,µg/mc
"Monte Gaza",PM10,2019-05-12,3,3,µg/mc
"Monte Gaza",PM10,2019-05-12,4,3,µg/mc
"Monte Gaza",PM10,2019-05-12,5,3,µg/mc
"Monte Gaza",PM10,2019-05-12,6,3,µg/mc
"Monte Gaza",PM10,2019-05-12,7,3,µg/mc
"Monte Gaza",PM10,2019-05-12,8,3,µg/mc
"Monte Gaza",PM10,2019-05-12,9,3,µg/mc
"Monte Gaza",PM10,2019-05-12,10,3,µg/mc
"Monte Gaza",PM10,2019-05-12,11,3,µg/mc
"Monte Gaza",PM10,2019-05-12,12,3,µg/mc
"Monte Gaza",PM10,2019-05-12,13,3,µg/mc
"Monte Gaza",PM10,2019-05-12,14,3,µg/mc
"Monte Gaza",PM10,2019-05-12,15,3,µg/mc
"Monte Gaza",PM10,2019-05-12,16,3,µg/mc
"Monte Gaza",PM10,2019-05-12,17,3,µg/mc
"Monte Gaza",PM10,2019-05-12,18,3,µg/mc
"Monte Gaza",PM10,2019-05-12,19,3,µg/mc
"Monte Gaza",PM10,2019-05-12,20,3,µg/mc
"Monte Gaza",PM10,2019-05-12,21,3,µg/mc
"Monte Gaza",PM10,2019-05-12,22,3,µg/mc
"Monte Gaza",PM10,2019-05-12,23,3,µg/mc
"Monte Gaza",PM10,2019-05-12,24,3,µg/mc
"Monte Gaza",PM10,2019-05-13,1,5,µg/mc
"Monte Gaza",PM10,2019-05-13,2,3,µg/mc
"Monte Gaza",PM10,2019-05-13,3,3,µg/mc
"Monte Gaza",PM10,2019-05-13,4,3,µg/mc
"Monte Gaza",PM10,2019-05-13,5,3,µg/mc
"Monte Gaza",PM10,2019-05-13,6,3,µg/mc
"Monte Gaza",PM10,2019-05-13,7,3,µg/mc
"Monte Gaza",PM10,2019-05-13,8,3,µg/mc
"Monte Gaza",PM10,2019-05-13,9,3,µg/mc
"Monte Gaza",PM10,2019-05-13,10,3,µg/mc
"Monte Gaza",PM10,2019-05-13,11,3,µg/mc
"Monte Gaza",PM10,2019-05-13,12,3,µg/mc
"Monte Gaza",PM10,2019-05-13,13,3,µg/mc
"Monte Gaza",PM10,2019-05-13,14,3,µg/mc
"Monte Gaza",PM10,2019-05-13,15,3,µg/mc
"Monte Gaza",PM10,2019-05-13,16,3,µg/mc
"Monte Gaza",PM10,2019-05-13,17,3,µg/mc
"Monte Gaza",PM10,2019-05-13,18,3,µg/mc
"Monte Gaza",PM10,2019-05-13,19,3,µg/mc
"Monte Gaza",PM10,2019-05-13,20,3,µg/mc
"Monte Gaza",PM10,2019-05-13,21,3,µg/mc
"Monte Gaza",PM10,2019-05-13,22,3,µg/mc
"Monte Gaza",PM10,2019-05-13,23,3,µg/mc
"Monte Gaza",PM10,2019-05-13,24,3,µg/mc
"Monte Gaza",PM10,2019-05-14,1,6,µg/mc
"Monte Gaza",PM10,2019-05-14,2,3,µg/mc
"Monte Gaza",PM10,2019-05-14,3,4,µg/mc
"Monte Gaza",PM10,2019-05-14,4,4,µg/mc
"Monte Gaza",PM10,2019-05-14,5,4,µg/mc
"Monte Gaza",PM10,2019-05-14,6,4,µg/mc
"Monte Gaza",PM10,2019-05-14,7,3,µg/mc
"Monte Gaza",PM10,2019-05-14,8,3,µg/mc
"Monte Gaza",PM10,2019-05-14,9,3,µg/mc
"Monte Gaza",PM10,2019-05-14,10,3,µg/mc
"Monte Gaza",PM10,2019-05-14,11,3,µg/mc
"Monte Gaza",PM10,2019-05-14,12,3,µg/mc
"Monte Gaza",PM10,2019-05-14,13,3,µg/mc
"Monte Gaza",PM10,2019-05-14,14,3,µg/mc
"Monte Gaza",PM10,2019-05-14,15,4,µg/mc
"Monte Gaza",PM10,2019-05-14,16,3,µg/mc
"Monte Gaza",PM10,2019-05-14,17,4,µg/mc
"Monte Gaza",PM10,2019-05-14,18,5,µg/mc
"Monte Gaza",PM10,2019-05-14,19,6,µg/mc
"Monte Gaza",PM10,2019-05-14,20,6,µg/mc
"Monte Gaza",PM10,2019-05-14,21,6,µg/mc
"Monte Gaza",PM10,2019-05-14,22,5,µg/mc
"Monte Gaza",PM10,2019-05-14,23,4,µg/mc
"Monte Gaza",PM10,2019-05-14,24,4,µg/mc
"Monte Gaza",PM10,2019-05-15,1,4,µg/mc
"Monte Gaza",PM10,2019-05-15,2,5,µg/mc
"Monte Gaza",PM10,2019-05-15,3,4,µg/mc
"Monte Gaza",PM10,2019-05-15,4,4,µg/mc
"Monte Gaza",PM10,2019-05-15,5,4,µg/mc
"Monte Gaza",PM10,2019-05-15,6,4,µg/mc
"Monte Gaza",PM10,2019-05-15,7,4,µg/mc
"Monte Gaza",PM10,2019-05-15,8,3,µg/mc
"Monte Gaza",PM10,2019-05-15,9,3,µg/mc
"Monte Gaza",PM10,2019-05-15,10,3,µg/mc
"Monte Gaza",PM10,2019-05-15,11,3,µg/mc
"Monte Gaza",PM10,2019-05-15,12,4,µg/mc
"Monte Gaza",PM10,2019-05-15,13,4,µg/mc
"Monte Gaza",PM10,2019-05-15,14,3,µg/mc
"Monte Gaza",PM10,2019-05-15,15,3,µg/mc
"Monte Gaza",PM10,2019-05-15,16,3,µg/mc
"Monte Gaza",PM10,2019-05-15,17,3,µg/mc
"Monte Gaza",PM10,2019-05-15,18,3,µg/mc
"Monte Gaza",PM10,2019-05-15,19,3,µg/mc
"Monte Gaza",PM10,2019-05-15,20,4,µg/mc
"Monte Gaza",PM10,2019-05-15,21,4,µg/mc
"Monte Gaza",PM10,2019-05-15,22,3,µg/mc
"Monte Gaza",PM10,2019-05-15,23,4,µg/mc
"Monte Gaza",PM10,2019-05-15,24,4,µg/mc
"Monte Gaza",PM10,2019-05-16,1,4,µg/mc
"Monte Gaza",PM10,2019-05-16,2,4,µg/mc
"Monte Gaza",PM10,2019-05-16,3,4,µg/mc
"Monte Gaza",PM10,2019-05-16,4,4,µg/mc
"Monte Gaza",PM10,2019-05-16,5,4,µg/mc
"Monte Gaza",PM10,2019-05-16,6,5,µg/mc
"Monte Gaza",PM10,2019-05-16,7,4,µg/mc
"Monte Gaza",PM10,2019-05-16,8,5,µg/mc
"Monte Gaza",PM10,2019-05-16,9,5,µg/mc
"Monte Gaza",PM10,2019-05-16,10,5,µg/mc
"Monte Gaza",PM10,2019-05-16,11,6,µg/mc
"Monte Gaza",PM10,2019-05-16,12,6,µg/mc
"Monte Gaza",PM10,2019-05-16,13,5,µg/mc
"Monte Gaza",PM10,2019-05-16,14,6,µg/mc
"Monte Gaza",PM10,2019-05-16,15,5,µg/mc
"Monte Gaza",PM10,2019-05-16,16,6,µg/mc
"Monte Gaza",PM10,2019-05-16,17,7,µg/mc
"Monte Gaza",PM10,2019-05-16,18,8,µg/mc
"Monte Gaza",PM10,2019-05-16,19,9,µg/mc
"Monte Gaza",PM10,2019-05-16,20,10,µg/mc
"Monte Gaza",PM10,2019-05-16,21,11,µg/mc
"Monte Gaza",PM10,2019-05-16,22,11,µg/mc
"Monte Gaza",PM10,2019-05-16,23,12,µg/mc
"Monte Gaza",PM10,2019-05-16,24,33,µg/mc
"Monte Gaza",PM10,2019-05-17,1,14,µg/mc
"Monte Gaza",PM10,2019-05-17,2,11,µg/mc
"Monte Gaza",PM10,2019-05-17,3,28,µg/mc
"Monte Gaza",PM10,2019-05-17,4,32,µg/mc
"Monte Gaza",PM10,2019-05-17,5,58,µg/mc
"Monte Gaza",PM10,2019-05-17,6,33,µg/mc
"Monte Gaza",PM10,2019-05-17,7,60,µg/mc
"Monte Gaza",PM10,2019-05-17,8,95,µg/mc
"Monte Gaza",PM10,2019-05-17,9,45,µg/mc
"Monte Gaza",PM10,2019-05-17,10,5,µg/mc
"Monte Gaza",PM10,2019-05-17,11,4,µg/mc
"Monte Gaza",PM10,2019-05-17,12,4,µg/mc
"Monte Gaza",PM10,2019-05-17,13,4,µg/mc
"Monte Gaza",PM10,2019-05-17,14,4,µg/mc
"Monte Gaza",PM10,2019-05-17,15,5,µg/mc
"Monte Gaza",PM10,2019-05-17,16,5,µg/mc
"Monte Gaza",PM10,2019-05-17,17,5,µg/mc
"Monte Gaza",PM10,2019-05-17,18,5,µg/mc
"Monte Gaza",PM10,2019-05-17,19,4,µg/mc
"Monte Gaza",PM10,2019-05-17,20,4,µg/mc
"Monte Gaza",PM10,2019-05-17,21,4,µg/mc
"Monte Gaza",PM10,2019-05-17,22,5,µg/mc
"Monte Gaza",PM10,2019-05-17,23,5,µg/mc
"Monte Gaza",PM10,2019-05-17,24,4,µg/mc
"Monte Gaza",PM10,2019-05-18,1,4,µg/mc
"Monte Gaza",PM10,2019-05-18,2,3,µg/mc
"Monte Gaza",PM10,2019-05-18,3,3,µg/mc
"Monte Gaza",PM10,2019-05-18,4,3,µg/mc
"Monte Gaza",PM10,2019-05-18,5,3,µg/mc
"Monte Gaza",PM10,2019-05-18,6,3,µg/mc
"Monte Gaza",PM10,2019-05-18,7,3,µg/mc
"Monte Gaza",PM10,2019-05-18,8,3,µg/mc
"Monte Gaza",PM10,2019-05-18,9,3,µg/mc
"Monte Gaza",PM10,2019-05-18,10,4,µg/mc
"Monte Gaza",PM10,2019-05-18,11,3,µg/mc
"Monte Gaza",PM10,2019-05-18,12,3,µg/mc
"Monte Gaza",PM10,2019-05-18,13,3,µg/mc
"Monte Gaza",PM10,2019-05-18,14,3,µg/mc
"Monte Gaza",PM10,2019-05-18,15,3,µg/mc
"Monte Gaza",PM10,2019-05-18,16,3,µg/mc
"Monte Gaza",PM10,2019-05-18,17,3,µg/mc
"Monte Gaza",PM10,2019-05-18,18,3,µg/mc
"Monte Gaza",PM10,2019-05-18,19,3,µg/mc
"Monte Gaza",PM10,2019-05-18,20,3,µg/mc
"Monte Gaza",PM10,2019-05-18,21,3,µg/mc
"Monte Gaza",PM10,2019-05-18,22,3,µg/mc
"Monte Gaza",PM10,2019-05-18,23,3,µg/mc
"Monte Gaza",PM10,2019-05-18,24,3,µg/mc
"Monte Gaza",PM10,2019-05-19,1,3,µg/mc
"Monte Gaza",PM10,2019-05-19,2,3,µg/mc
"Monte Gaza",PM10,2019-05-19,3,3,µg/mc
"Monte Gaza",PM10,2019-05-19,4,3,µg/mc
"Monte Gaza",PM10,2019-05-19,5,3,µg/mc
"Monte Gaza",PM10,2019-05-19,6,3,µg/mc
"Monte Gaza",PM10,2019-05-19,7,3,µg/mc
"Monte Gaza",PM10,2019-05-19,8,3,µg/mc
"Monte Gaza",PM10,2019-05-19,9,3,µg/mc
"Monte Gaza",PM10,2019-05-19,10,3,µg/mc
"Monte Gaza",PM10,2019-05-19,11,3,µg/mc
"Monte Gaza",PM10,2019-05-19,12,3,µg/mc
"Monte Gaza",PM10,2019-05-19,13,3,µg/mc
"Monte Gaza",PM10,2019-05-19,14,3,µg/mc
"Monte Gaza",PM10,2019-05-19,15,3,µg/mc
"Monte Gaza",PM10,2019-05-19,16,3,µg/mc
"Monte Gaza",PM10,2019-05-19,17,3,µg/mc
"Monte Gaza",PM10,2019-05-19,18,3,µg/mc
"Monte Gaza",PM10,2019-05-19,19,3,µg/mc
"Monte Gaza",PM10,2019-05-19,20,3,µg/mc
"Monte Gaza",PM10,2019-05-19,21,3,µg/mc
"Monte Gaza",PM10,2019-05-19,22,3,µg/mc
"Monte Gaza",PM10,2019-05-19,23,3,µg/mc
"Monte Gaza",PM10,2019-05-19,24,3,µg/mc
"Monte Gaza",PM10,2019-05-20,1,3,µg/mc
"Monte Gaza",PM10,2019-05-20,2,3,µg/mc
"Monte Gaza",PM10,2019-05-20,3,3,µg/mc
"Monte Gaza",PM10,2019-05-20,4,7,µg/mc
"Monte Gaza",PM10,2019-05-20,5,9,µg/mc
"Monte Gaza",PM10,2019-05-20,6,13,µg/mc
"Monte Gaza",PM10,2019-05-20,7,11,µg/mc
"Monte Gaza",PM10,2019-05-20,8,10,µg/mc
"Monte Gaza",PM10,2019-05-20,9,5,µg/mc
"Monte Gaza",PM10,2019-05-20,10,6,µg/mc
"Monte Gaza",PM10,2019-05-20,11,4,µg/mc
"Monte Gaza",PM10,2019-05-20,12,9,µg/mc
"Monte Gaza",PM10,2019-05-20,13,9,µg/mc
"Monte Gaza",PM10,2019-05-20,14,13,µg/mc
"Monte Gaza",PM10,2019-05-20,15,12,µg/mc
"Monte Gaza",PM10,2019-05-20,16,13,µg/mc
"Monte Gaza",PM10,2019-05-20,17,10,µg/mc
"Monte Gaza",PM10,2019-05-20,18,7,µg/mc
"Monte Gaza",PM10,2019-05-20,19,4,µg/mc
"Monte Gaza",PM10,2019-05-20,20,3,µg/mc
"Monte Gaza",PM10,2019-05-20,21,4,µg/mc
"Monte Gaza",PM10,2019-05-20,22,4,µg/mc
"Monte Gaza",PM10,2019-05-20,23,4,µg/mc
"Monte Gaza",PM10,2019-05-20,24,5,µg/mc
"Monte Gaza",PM10,2019-05-21,1,7,µg/mc
"Monte Gaza",PM10,2019-05-21,2,9,µg/mc
"Monte Gaza",PM10,2019-05-21,3,7,µg/mc
"Monte Gaza",PM10,2019-05-21,4,5,µg/mc
"Monte Gaza",PM10,2019-05-21,5,9,µg/mc
"Monte Gaza",PM10,2019-05-21,6,8,µg/mc
"Monte Gaza",PM10,2019-05-21,7,5,µg/mc
"Monte Gaza",PM10,2019-05-21,8,3,µg/mc
"Monte Gaza",PM10,2019-05-21,9,3,µg/mc
"Monte Gaza",PM10,2019-05-21,10,3,µg/mc
"Monte Gaza",PM10,2019-05-21,11,3,µg/mc
"Monte Gaza",PM10,2019-05-21,12,4,µg/mc
"Monte Gaza",PM10,2019-05-21,13,3,µg/mc
"Monte Gaza",PM10,2019-05-21,14,3,µg/mc
"Monte Gaza",PM10,2019-05-21,15,4,µg/mc
"Monte Gaza",PM10,2019-05-21,16,4,µg/mc
"Monte Gaza",PM10,2019-05-21,17,6,µg/mc
"Monte Gaza",PM10,2019-05-21,18,29,µg/mc
"Monte Gaza",PM10,2019-05-21,19,48,µg/mc
"Monte Gaza",PM10,2019-05-21,20,49,µg/mc
"Monte Gaza",PM10,2019-05-21,21,43,µg/mc
"Monte Gaza",PM10,2019-05-21,22,40,µg/mc
"Monte Gaza",PM10,2019-05-21,23,30,µg/mc
"Monte Gaza",PM10,2019-05-21,24,29,µg/mc
"Monte Gaza",PM10,2019-05-22,1,25,µg/mc
"Monte Gaza",PM10,2019-05-22,2,14,µg/mc
"Monte Gaza",PM10,2019-05-22,3,6,µg/mc
"Monte Gaza",PM10,2019-05-22,4,4,µg/mc
"Monte Gaza",PM10,2019-05-22,5,4,µg/mc
"Monte Gaza",PM10,2019-05-22,6,4,µg/mc
"Monte Gaza",PM10,2019-05-22,7,4,µg/mc
"Monte Gaza",PM10,2019-05-22,8,4,µg/mc
"Monte Gaza",PM10,2019-05-22,9,3,µg/mc
"Monte Gaza",PM10,2019-05-22,10,4,µg/mc
"Monte Gaza",PM10,2019-05-22,11,4,µg/mc
"Monte Gaza",PM10,2019-05-22,12,4,µg/mc
"Monte Gaza",PM10,2019-05-22,13,3,µg/mc
"Monte Gaza",PM10,2019-05-22,14,3,µg/mc
"Monte Gaza",PM10,2019-05-22,15,4,µg/mc
"Monte Gaza",PM10,2019-05-22,16,3,µg/mc
"Monte Gaza",PM10,2019-05-22,17,3,µg/mc
"Monte Gaza",PM10,2019-05-22,18,3,µg/mc
"Monte Gaza",PM10,2019-05-22,19,4,µg/mc
"Monte Gaza",PM10,2019-05-22,20,3,µg/mc
"Monte Gaza",PM10,2019-05-22,21,3,µg/mc
"Monte Gaza",PM10,2019-05-22,22,3,µg/mc
"Monte Gaza",PM10,2019-05-22,23,3,µg/mc
"Monte Gaza",PM10,2019-05-22,24,4,µg/mc
"Monte Gaza",PM10,2019-05-23,1,4,µg/mc
"Monte Gaza",PM10,2019-05-23,2,4,µg/mc
"Monte Gaza",PM10,2019-05-23,3,4,µg/mc
"Monte Gaza",PM10,2019-05-23,4,4,µg/mc
"Monte Gaza",PM10,2019-05-23,5,4,µg/mc
"Monte Gaza",PM10,2019-05-23,6,3,µg/mc
"Monte Gaza",PM10,2019-05-23,7,3,µg/mc
"Monte Gaza",PM10,2019-05-23,8,3,µg/mc
"Monte Gaza",PM10,2019-05-23,9,3,µg/mc
"Monte Gaza",PM10,2019-05-23,10,3,µg/mc
"Monte Gaza",PM10,2019-05-23,11,3,µg/mc
"Monte Gaza",PM10,2019-05-23,12,4,µg/mc
"Monte Gaza",PM10,2019-05-23,13,4,µg/mc
"Monte Gaza",PM10,2019-05-23,14,4,µg/mc
"Monte Gaza",PM10,2019-05-23,15,6,µg/mc
"Monte Gaza",PM10,2019-05-23,16,6,µg/mc
"Monte Gaza",PM10,2019-05-23,17,7,µg/mc
"Monte Gaza",PM10,2019-05-23,18,8,µg/mc
"Monte Gaza",PM10,2019-05-23,19,9,µg/mc
"Monte Gaza",PM10,2019-05-23,20,11,µg/mc
"Monte Gaza",PM10,2019-05-23,21,16,µg/mc
"Monte Gaza",PM10,2019-05-23,22,17,µg/mc
"Monte Gaza",PM10,2019-05-23,23,18,µg/mc
"Monte Gaza",PM10,2019-05-23,24,20,µg/mc
"Monte Gaza",PM10,2019-05-24,1,24,µg/mc
"Monte Gaza",PM10,2019-05-24,2,28,µg/mc
"Monte Gaza",PM10,2019-05-24,3,39,µg/mc
"Monte Gaza",PM10,2019-05-24,4,19,µg/mc
"Monte Gaza",PM10,2019-05-24,5,18,µg/mc
"Monte Gaza",PM10,2019-05-24,6,19,µg/mc
"Monte Gaza",PM10,2019-05-24,7,19,µg/mc
"Monte Gaza",PM10,2019-05-24,8,17,µg/mc
"Monte Gaza",PM10,2019-05-24,9,13,µg/mc
"Monte Gaza",PM10,2019-05-24,10,12,µg/mc
"Monte Gaza",PM10,2019-05-24,11,14,µg/mc
"Monte Gaza",PM10,2019-05-24,12,16,µg/mc
"Monte Gaza",PM10,2019-05-24,13,15,µg/mc
"Monte Gaza",PM10,2019-05-24,14,14,µg/mc
"Monte Gaza",PM10,2019-05-24,15,13,µg/mc
"Monte Gaza",PM10,2019-05-24,16,13,µg/mc
"Monte Gaza",PM10,2019-05-24,17,14,µg/mc
"Monte Gaza",PM10,2019-05-24,18,14,µg/mc
"Monte Gaza",PM10,2019-05-24,19,16,µg/mc
"Monte Gaza",PM10,2019-05-24,20,18,µg/mc
"Monte Gaza",PM10,2019-05-24,21,18,µg/mc
"Monte Gaza",PM10,2019-05-24,22,16,µg/mc
"Monte Gaza",PM10,2019-05-24,23,16,µg/mc
"Monte Gaza",PM10,2019-05-24,24,14,µg/mc
"Monte Gaza",PM10,2019-05-25,1,18,µg/mc
"Monte Gaza",PM10,2019-05-25,2,23,µg/mc
"Monte Gaza",PM10,2019-05-25,3,35,µg/mc
"Monte Gaza",PM10,2019-05-25,4,25,µg/mc
"Monte Gaza",PM10,2019-05-25,5,27,µg/mc
"Monte Gaza",PM10,2019-05-25,6,27,µg/mc
"Monte Gaza",PM10,2019-05-25,7,24,µg/mc
"Monte Gaza",PM10,2019-05-25,8,15,µg/mc
"Monte Gaza",PM10,2019-05-25,9,22,µg/mc
"Monte Gaza",PM10,2019-05-25,10,18,µg/mc
"Monte Gaza",PM10,2019-05-25,11,7,µg/mc
"Monte Gaza",PM10,2019-05-25,12,6,µg/mc
"Monte Gaza",PM10,2019-05-25,13,6,µg/mc
"Monte Gaza",PM10,2019-05-25,14,5,µg/mc
"Monte Gaza",PM10,2019-05-25,15,4,µg/mc
"Monte Gaza",PM10,2019-05-25,16,4,µg/mc
"Monte Gaza",PM10,2019-05-25,17,4,µg/mc
"Monte Gaza",PM10,2019-05-25,18,4,µg/mc
"Monte Gaza",PM10,2019-05-25,19,4,µg/mc
"Monte Gaza",PM10,2019-05-25,20,4,µg/mc
"Monte Gaza",PM10,2019-05-25,21,4,µg/mc
"Monte Gaza",PM10,2019-05-25,22,4,µg/mc
"Monte Gaza",PM10,2019-05-25,23,4,µg/mc
"Monte Gaza",PM10,2019-05-25,24,4,µg/mc
"Monte Gaza",PM10,2019-05-26,1,4,µg/mc
"Monte Gaza",PM10,2019-05-26,2,4,µg/mc
"Monte Gaza",PM10,2019-05-26,3,4,µg/mc
"Monte Gaza",PM10,2019-05-26,4,4,µg/mc
"Monte Gaza",PM10,2019-05-26,5,4,µg/mc
"Monte Gaza",PM10,2019-05-26,6,4,µg/mc
"Monte Gaza",PM10,2019-05-26,7,3,µg/mc
"Monte Gaza",PM10,2019-05-26,8,3,µg/mc
"Monte Gaza",PM10,2019-05-26,9,3,µg/mc
"Monte Gaza",PM10,2019-05-26,10,4,µg/mc
"Monte Gaza",PM10,2019-05-26,11,4,µg/mc
"Monte Gaza",PM10,2019-05-26,12,4,µg/mc
"Monte Gaza",PM10,2019-05-26,13,4,µg/mc
"Monte Gaza",PM10,2019-05-26,14,4,µg/mc
"Monte Gaza",PM10,2019-05-26,15,5,µg/mc
"Monte Gaza",PM10,2019-05-26,16,5,µg/mc
"Monte Gaza",PM10,2019-05-26,17,5,µg/mc
"Monte Gaza",PM10,2019-05-26,18,5,µg/mc
"Monte Gaza",PM10,2019-05-26,19,5,µg/mc
"Monte Gaza",PM10,2019-05-26,20,6,µg/mc
"Monte Gaza",PM10,2019-05-26,21,7,µg/mc
"Monte Gaza",PM10,2019-05-26,22,7,µg/mc
"Monte Gaza",PM10,2019-05-26,23,7,µg/mc
"Monte Gaza",PM10,2019-05-26,24,7,µg/mc
"Monte Gaza",PM10,2019-05-27,1,9,µg/mc
"Monte Gaza",PM10,2019-05-27,2,10,µg/mc
"Monte Gaza",PM10,2019-05-27,3,8,µg/mc
"Monte Gaza",PM10,2019-05-27,4,8,µg/mc
"Monte Gaza",PM10,2019-05-27,5,13,µg/mc
"Monte Gaza",PM10,2019-05-27,6,15,µg/mc
"Monte Gaza",PM10,2019-05-27,7,17,µg/mc
"Monte Gaza",PM10,2019-05-27,8,4,µg/mc
"Monte Gaza",PM10,2019-05-27,9,4,µg/mc
"Monte Gaza",PM10,2019-05-27,10,5,µg/mc
"Monte Gaza",PM10,2019-05-27,11,6,µg/mc
"Monte Gaza",PM10,2019-05-27,12,5,µg/mc
